msg_seq,t_tx_ns,t_rx_ns,lat_ms,payload_app,payload_envelope,wire_up_l3_bytes,wire_down_l3_bytes,wire_l3_bytes,frames_up,frames_down,msg_total_bytes_enviada,eficiencia_env,overhead_env_bytes
251,1758732556434206955,1758732556635626159,201.419,467,491,1964,914,2878,35,35,1964,0.25,1473
252,1758733155630853033,1758733155874427901,243.575,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
253,1758733756819311687,1758733756996116223,176.805,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
254,1758734356033667240,1758734356192488424,158.821,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
255,1758734956247511847,1758734956511668803,264.157,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
256,1758735556458560967,1758735556572448730,113.888,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
257,1758736156654162216,1758736156916051636,261.889,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
258,1758736755852369647,1758736755957643283,105.274,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
259,1758737356061459767,1758737356228372517,166.913,467,491,1976,902,2878,35,35,1976,0.24848178137651822,1485
260,1758737956249678869,1758737956501135345,251.456,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
261,1758738556460263196,1758738556772300263,312.037,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
262,1758739156667605908,1758739156685086913,17.481,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
263,1758739756874008227,1758739757006019921,132.012,463,487,1844,826,2670,32,32,1844,0.26409978308026033,1357
264,1758740356094662779,1758740356229053291,134.391,463,487,2148,1146,3294,41,41,2148,0.22672253258845437,1661
265,1758740956310814111,1758740956484121020,173.307,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
266,1758741556514802972,1758741556576834058,62.031,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
267,1758742155707117630,1758742155972474528,265.357,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
268,1758742755916652573,1758742756007831541,91.179,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
269,1758743356130610742,1758743356393397958,262.787,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
270,1758743956345214746,1758743956540377952,195.163,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
271,1758744556546383091,1758744556812556665,266.174,467,491,2052,966,3018,37,37,2052,0.23927875243664717,1561
272,1758745156735564573,1758745156989739881,254.175,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
273,1758745755948346221,1758745756032366204,84.02,467,491,1976,902,2878,35,35,1976,0.24848178137651822,1485
274,1758746356170384264,1758746356303618159,133.234,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
275,1758746956388788057,1758746956575613965,186.826,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
276,1758747556601116291,1758747556846351841,245.236,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
277,1758748156807448398,1758748157019336984,211.889,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
278,1758748756018817872,1758748756138005353,119.187,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
279,1758749356216744422,1758749356465525877,248.781,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
280,1758749956428633973,1758749956736624041,307.99,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
281,1758750556637608999,1758750556691740259,54.131,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
282,1758751155848699382,1758751156036867304,188.168,467,491,2384,1386,3770,48,48,2384,0.20595637583892618,1893
283,1758751756067811655,1758751756310157577,242.346,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
284,1758752356280874828,1758752356582446521,301.572,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
285,1758752956490036854,1758752956554365678,64.329,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
286,1758753555693015422,1758753555706744128,13.729,463,487,2152,1142,3294,41,41,2152,0.22630111524163568,1665
287,1758754155886898822,1758754156484736342,597.838,467,491,2468,902,3370,35,35,2468,0.19894651539708266,1977
288,1758754756102164247,1758754756115535615,13.371,467,491,1772,762,2534,30,30,1772,0.2770880361173815,1281
289,1758755356288236619,1758755356560103644,271.867,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
290,1758755956498893646,1758755956743402288,244.509,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
291,1758756556709013744,1758756557011944266,302.931,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
292,1758757155918049302,1758757156054193562,136.144,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
293,1758757756140149440,1758757756309114676,168.965,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
294,1758758356354907648,1758758356580954984,226.047,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
295,1758758956565023170,1758758956851529815,286.507,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
296,1758759555767835824,1758759555875521468,107.686,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
297,1758760155981835214,1758760156290616253,308.781,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
298,1758760756198346185,1758760756486245971,287.9,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
299,1758761356397563377,1758761356568648204,171.085,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
300,1758761956582256093,1758761956809251100,226.995,463,487,2200,1082,3282,41,41,2200,0.22136363636363637,1713
301,1758762556790063558,1758762556915740874,125.677,459,483,1968,902,2870,35,35,1968,0.24542682926829268,1485
302,1758763156004001404,1758763156261865261,257.864,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
303,1758763756216666030,1758763756499527574,282.862,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
304,1758764356424711857,1758764356629765741,205.054,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
305,1758764956617496967,1758764956750815538,133.319,463,487,2152,1142,3294,41,41,2152,0.22630111524163568,1665
306,1758765556803944290,1758765557069180099,265.236,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
307,1758766156015216960,1758766156302574388,287.357,463,487,2088,1066,3154,39,39,2088,0.2332375478927203,1601
308,1758766756234635862,1758766756379531330,144.895,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
309,1758767356447239662,1758767356615919638,168.68,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
310,1758767956652947104,1758767956847741519,194.794,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
311,1758768555847936007,1758768555858433840,10.498,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
312,1758769156056989288,1758769156165272153,108.283,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
313,1758769756247925054,1758769756318976299,71.051,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
314,1758770356454697587,1758770356468473670,13.776,463,487,1768,762,2530,30,30,1768,0.2754524886877828,1281
315,1758770956658663456,1758770956726357229,67.694,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
316,1758771555856724264,1758771556072831073,216.107,463,487,2124,1018,3142,39,39,2124,0.2292843691148776,1637
317,1758772156069720030,1758772156367377521,297.657,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
318,1758772756270070234,1758772756530713765,260.644,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
319,1758773357477811274,1758773357569268295,91.457,459,483,1892,890,2782,34,34,1892,0.25528541226215645,1409
320,1758773956685230101,1758773956963459591,278.229,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
321,1758774556883425289,1758774557014164336,130.739,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
322,1758775156100496560,1758775158130118387,2029.622,463,487,3100,1030,4130,39,39,3100,0.1570967741935484,2613
323,1758775756308958851,1758775756592378880,283.42,463,487,2152,1142,3294,41,41,2152,0.22630111524163568,1665
324,1758776356501088953,1758776356589077777,87.989,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
325,1758776956708157592,1758776956961728316,253.571,463,487,2036,978,3014,37,37,2036,0.23919449901768172,1549
326,1758777555907350208,1758777556108934305,201.584,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
327,1758778156129766413,1758778156273466423,143.7,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
328,1758778757338773712,1758778757576526870,237.753,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
329,1758779357542844460,1758779357837063773,294.219,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
330,1758779956734144463,1758779957056508680,322.364,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
331,1758780555933693546,1758780556009253982,75.56,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
332,1758781156129809173,1758781156248096896,118.288,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
333,1758781756343897845,1758781756354392061,10.494,463,487,1972,954,2926,36,36,1972,0.24695740365111563,1485
334,1758782356550273966,1758782356861618941,311.345,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
335,1758782956749100875,1758782957039964512,290.864,463,487,1768,762,2530,30,30,1768,0.2754524886877828,1281
336,1758783555948343645,1758783556109066553,160.723,459,483,2120,1082,3202,40,40,2120,0.2278301886792453,1637
337,1758784156153767644,1758784156427374394,273.607,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
338,1758784756341581427,1758784756470384033,128.803,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
339,1758785356522178838,1758785356729190822,207.012,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
340,1758785956725147460,1758785956800650300,75.503,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
341,1758786555927920079,1758786556226835871,298.916,463,487,2380,1386,3766,48,48,2380,0.2046218487394958,1893
342,1758787156149789892,1758787156338059512,188.27,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
343,1758787756360493727,1758787756400606596,40.113,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
344,1758788356557425647,1758788356671363750,113.938,463,487,2200,1198,3398,43,43,2200,0.22136363636363637,1713
345,1758788955760416289,1758788955897504579,137.088,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
346,1758789555968838981,1758789556083191045,114.352,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
347,1758790156186449494,1758790156356094304,169.645,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
348,1758790756396451578,1758790756583100461,186.649,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
349,1758791356597966361,1758791356697688853,99.722,459,483,1968,954,2922,36,36,1968,0.24542682926829268,1485
350,1758791955788986965,1758791956057172855,268.186,459,483,2044,966,3010,37,37,2044,0.2363013698630137,1561
351,1758792555988758297,1758792556260811705,272.053,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
352,1758793156190783303,1758793156205225031,14.442,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
353,1758793756403171201,1758793756657687365,254.516,463,487,1844,826,2670,32,32,1844,0.26409978308026033,1357
354,1758794355612075744,1758794355895580408,283.505,463,487,1844,838,2682,32,32,1844,0.26409978308026033,1357
355,1758794956815350275,1758794957061122332,245.772,459,483,1968,902,2870,35,35,1968,0.24542682926829268,1485
356,1758795556024763668,1758795556218030120,193.266,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
357,1758796156240737160,1758796156530702168,289.965,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
358,1758796756429832492,1758796756704832122,275.0,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
359,1758797356638813151,1758797356787409789,148.597,459,483,2120,1082,3202,40,40,2120,0.2278301886792453,1637
360,1758797955842573678,1758797956029272107,186.698,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
361,1758798556058873725,1758798556378741118,319.867,463,487,2276,1262,3538,45,45,2276,0.2139718804920914,1789
362,1758799156261313386,1758799156417237846,155.924,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
363,1758799756446910439,1758799756675064718,228.154,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
364,1758800356632137653,1758800356898907390,266.77,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
365,1758800955836202039,1758800955900548015,64.346,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
366,1758801556051976050,1758801556185472304,133.496,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
367,1758802156266216334,1758802156491182994,224.967,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
368,1758802756467176543,1758802756595343451,128.167,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
369,1758803356661749870,1758803356932552101,270.802,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
370,1758803956852968774,1758803957080789499,227.821,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
371,1758804556042645316,1758804556115567857,72.923,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
372,1758805156258696020,1758805156271223783,12.528,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
373,1758805756466750106,1758805756591561161,124.811,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
374,1758806356675898994,1758806356688891450,12.992,463,487,1844,826,2670,32,32,1844,0.26409978308026033,1357
375,1758806955873531338,1758806956068595676,195.064,463,487,2188,1158,3346,42,42,2188,0.22257769652650822,1701
376,1758807556089372229,1758807556348495854,259.124,459,483,2196,1146,3342,42,42,2196,0.21994535519125682,1713
377,1758808156282313297,1758808156519439679,237.126,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
378,1758808756486927126,1758808756749819314,262.892,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
379,1758809356695232709,1758809356809812774,114.58,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
380,1758809955895257032,1758809956019972918,124.716,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
381,1758810556111279739,1758810556350672481,239.393,467,491,2052,966,3018,37,37,2052,0.23927875243664717,1561
382,1758811158313717470,1758811158540150055,226.433,463,487,1896,890,2786,34,34,1896,0.2568565400843882,1409
383,1758811756498175416,1758811756729932827,231.757,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
384,1758812356677562820,1758812356884595731,207.033,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
385,1758812955878761771,1758812957783859659,1905.098,463,487,3816,1222,5038,45,45,3816,0.12762054507337525,3329
386,1758813556100338230,1758813556303584549,203.246,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
387,1758814156312347358,1758814156440671377,128.324,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
388,1758814756500267165,1758814756737489592,237.222,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
389,1758815355681414751,1758815355922125178,240.71,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
390,1758815956883936076,1758815957071965107,188.029,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
391,1758816556101350613,1758816556113845745,12.495,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
392,1758817156313088204,1758817156382634865,69.547,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
393,1758817756501062125,1758817756514614703,13.553,459,483,1764,762,2526,30,30,1764,0.27380952380952384,1281
394,1758818356709846058,1758818357007418289,297.572,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
395,1758818955921739766,1758818955978054840,56.315,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
396,1758819556144236746,1758819556240111722,95.875,467,491,1976,902,2878,35,35,1976,0.24848178137651822,1485
397,1758820156360478598,1758820156510621141,150.143,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
398,1758820756572153133,1758820756785960924,213.808,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
399,1758821356773571490,1758821356821783773,48.212,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
400,1758821955985849018,1758821956173345728,187.497,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
401,1758822556200826450,1758822556440699254,239.873,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
402,1758823156401289870,1758823156712095760,310.806,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
403,1758823756594860366,1758823756674894150,80.034,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
404,1758824356784219991,1758824356943042610,158.823,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
405,1758824955982173872,1758824956292884202,310.71,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
406,1758825556197615376,1758825556256193479,58.578,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
407,1758826156410200261,1758826156528360733,118.16,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
408,1758826756620828676,1758826756799822919,178.994,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
409,1758827356829465497,1758827357072114056,242.649,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
410,1758827956047620340,1758827956114559634,66.939,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
411,1758828557267330776,1758828557309769187,42.438,463,487,2276,1210,3486,44,44,2276,0.2139718804920914,1789
412,1758829156477955070,1758829156524885485,46.93,467,491,1976,902,2878,35,35,1976,0.24848178137651822,1485
413,1758829756679966479,1758829756728397295,48.431,467,491,2204,1094,3298,41,41,2204,0.22277676950998185,1713
414,1758830355874524497,1758830356085374688,210.85,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
415,1758830956093844610,1758830956106604822,12.76,467,491,2052,1070,3122,39,39,2052,0.23927875243664717,1561
416,1758831556292288363,1758831556302218313,9.93,467,491,2128,1030,3158,39,39,2128,0.23073308270676693,1637
417,1758832156480289259,1758832158277010872,1796.722,467,491,2468,954,3422,36,36,2468,0.19894651539708266,1977
418,1758832756677998462,1758832756692972741,14.974,467,491,1772,762,2534,30,30,1772,0.2770880361173815,1281
419,1758833356867812771,1758833357106475470,238.663,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
420,1758833956086320216,1758833956376129327,289.809,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
421,1758834556302846487,1758834556429542014,126.696,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
422,1758835156516727680,1758835156748027072,231.299,467,491,2052,1018,3070,38,38,2052,0.23927875243664717,1561
423,1758835756708449830,1758835756983765916,275.316,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
424,1758836355919688788,1758836356023594502,103.906,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
425,1758836957139902812,1758836957527484780,387.582,467,491,2468,902,3370,35,35,2468,0.19894651539708266,1977
426,1758837556353897527,1758837556566603359,212.706,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
427,1758838156565621378,1758838156837960075,272.339,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
428,1758838756768805232,1758838756803117616,34.312,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
429,1758839355970899376,1758839356069491107,98.592,467,491,1976,902,2878,35,35,1976,0.24848178137651822,1485
430,1758839956162607791,1758839956483744196,321.136,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
431,1758840556371702714,1758840556659032728,287.33,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
432,1758841156579721984,1758841156624140658,44.419,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
433,1758841755779667495,1758841755970678441,191.011,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
434,1758842355979758064,1758842356242771470,263.013,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
435,1758842956197315633,1758842956513189667,315.874,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
436,1758843556394854592,1758843556480058061,85.203,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
437,1758844156586344684,1758844156693471704,107.127,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
438,1758844755772212057,1758844755935348237,163.136,467,491,2204,1198,3402,43,43,2204,0.22277676950998185,1713
439,1758845355996122120,1758845356011090501,14.968,467,491,2052,1018,3070,38,38,2052,0.23927875243664717,1561
440,1758845956218946517,1758845956376746935,157.8,467,491,2128,1030,3158,39,39,2128,0.23073308270676693,1637
441,1758846556410240647,1758846556425680980,15.44,467,491,1924,942,2866,35,35,1924,0.25519750519750517,1433
442,1758847156618625646,1758847156823938273,205.313,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
443,1758847756823666753,1758847757053640499,229.974,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
444,1758848356035125951,1758848356247577577,212.452,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
445,1758848956246292150,1758848956539130316,292.838,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
446,1758849556441648517,1758849556760084974,318.436,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
447,1758850155644110976,1758850155650621731,6.511,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
448,1758850756845182102,1758850756968595935,123.414,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
449,1758851356052076772,1758851356334573036,282.496,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
450,1758851956259454531,1758851956456681953,197.227,459,483,2120,1030,3150,39,39,2120,0.2278301886792453,1637
451,1758852556441627378,1758852556597482418,155.855,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
452,1758853156644894306,1758853156789519859,144.626,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
453,1758853756838715802,1758853757149917851,311.202,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
454,1758854356044917473,1758854356225540826,180.623,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
455,1758854956235838262,1758854956412084003,176.246,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
456,1758855556443387877,1758855556552790668,109.403,463,487,2200,1198,3398,43,43,2200,0.22136363636363637,1713
457,1758856156638314510,1758856156672093227,33.779,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
458,1758856756834653138,1758856757129829434,295.176,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
459,1758857356042658340,1758857356357935584,315.277,463,487,2124,902,3026,37,37,2124,0.2292843691148776,1637
460,1758857958248782088,1758857958262021291,13.239,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
461,1758858556433948219,1758858556692161040,258.213,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
462,1758859157641699488,1758859157651708657,10.009,459,483,1840,826,2666,32,32,1840,0.2625,1357
463,1758859756843735600,1758859757140696295,296.961,463,487,2428,1274,3702,47,47,2428,0.20057660626029655,1941
464,1758860356056493751,1758860356220187148,163.693,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
465,1758860956269371302,1758860956298432868,29.062,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
466,1758861556460432878,1758861556576415241,115.982,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
467,1758862156669415119,1758862156919400158,249.985,459,483,2044,966,3010,37,37,2044,0.2363013698630137,1561
468,1758862756868408132,1758862757105685358,237.277,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
469,1758863356085462888,1758863356321755289,236.292,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
470,1758863957291063145,1758863957509453239,218.39,459,483,1956,914,2870,35,35,1956,0.2469325153374233,1473
471,1758864556480656704,1758864556756442194,275.785,459,483,2120,1082,3202,40,40,2120,0.2278301886792453,1637
472,1758865156686573306,1758865156814778546,128.205,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
473,1758865755887854584,1758865756093772437,205.918,463,487,2152,1150,3302,41,41,2152,0.22630111524163568,1665
474,1758866359106165632,1758866359180780220,74.615,463,487,1960,914,2874,35,35,1960,0.24846938775510205,1473
475,1758866956313721712,1758866956529309325,215.588,459,483,2120,1030,3150,39,39,2120,0.2278301886792453,1637
476,1758867556517669086,1758867556656098633,138.43,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
477,1758868156703567939,1758868156994758619,291.191,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
478,1758868755887218769,1758868756090547619,203.329,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
479,1758869356108401098,1758869356121233771,12.833,463,487,1920,826,2746,33,33,1920,0.25364583333333335,1433
480,1758869956322838781,1758869956493771329,170.933,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
481,1758870556523918602,1758870556666558636,142.64,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
482,1758871156713740194,1758871156948611649,234.871,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
483,1758871755898851810,1758871755966250317,67.399,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
484,1758872356107114070,1758872356425088123,317.974,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
485,1758872956319167356,1758872956549755231,230.588,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
486,1758873556530117809,1758873556781521534,251.404,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
487,1758874157731121714,1758874157990379343,259.258,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
488,1758874755929180046,1758874756009073324,79.893,459,483,2120,1030,3150,39,39,2120,0.2278301886792453,1637
489,1758875356141273980,1758875356274236309,132.962,463,487,2124,1134,3258,41,41,2124,0.2292843691148776,1637
490,1758875956354087011,1758875956538862450,184.775,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
491,1758876556560652311,1758876556884822472,324.17,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
492,1758877156758949306,1758877156859844838,100.896,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
493,1758877755959845182,1758877756138420097,178.575,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
494,1758878356170857248,1758878356253544570,82.687,459,483,1968,902,2870,35,35,1968,0.24542682926829268,1485
495,1758878960364264160,1758878960661324526,297.06,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
496,1758879556547997989,1758879556560860050,12.862,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
497,1758880156734133293,1758880156747151475,13.018,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
498,1758880755942295970,1758880755952111405,9.815,463,487,1844,826,2670,32,32,1844,0.26409978308026033,1357
499,1758881357168072130,1758881359568892213,2400.82,463,487,2460,902,3362,35,35,2460,0.19796747967479675,1973
500,1758881956372594183,1758881956580876800,208.283,467,491,1900,838,2738,33,33,1900,0.25842105263157894,1409
501,1758882556569548347,1758882556759835216,190.287,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
502,1758883156760152594,1758883156937058158,176.906,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
503,1758883755971629380,1758883756040192598,68.563,459,483,2044,1070,3114,39,39,2044,0.2363013698630137,1561
504,1758884356191251311,1758884356259026929,67.776,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
505,1758884956404069968,1758884956442446190,38.376,459,483,1968,902,2870,35,35,1968,0.24542682926829268,1485
506,1758885556612104232,1758885556672201289,60.097,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
507,1758886156807933871,1758886157063174127,255.24,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
508,1758886758017806042,1758886758114566299,96.76,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
509,1758887357206677219,1758887357433545270,226.868,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
510,1758887956416660288,1758887956621040866,204.381,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
511,1758888556624562974,1758888556817354200,192.791,463,487,2152,1142,3294,41,41,2152,0.22630111524163568,1665
