msg_seq,t_tx_ns,t_rx_ns,lat_ms,payload_app,payload_envelope,wire_up_l3_bytes,wire_down_l3_bytes,wire_l3_bytes,frames_up,frames_down
374,1758804606038349288,1758804606090637667,52.288,38,135,831,362,1193,5,3
375,1758805206276586766,1758805206523502534,246.916,39,136,832,362,1194,5,3
376,1758805809717651514,1758805809769977229,52.326,39,136,832,414,1246,5,4
377,1758806405970354191,1758806406206707864,236.354,39,136,832,414,1246,5,4
378,1758807006420902374,1758807006529588402,108.686,39,136,832,362,1194,5,3
379,1758807605736418654,1758807605902627788,166.209,39,136,832,362,1194,5,3
380,1758808206123923485,1758808206287043733,163.12,38,135,831,362,1193,5,3
381,1758808806502528989,1758808806694713765,192.185,39,136,832,414,1246,5,4
382,1758809405882326606,1758809405962112875,79.786,39,136,832,414,1246,5,4
383,1758810006177118615,1758810006401917700,224.799,38,135,831,414,1245,5,4
384,1758810608607420042,1758810608819716352,212.296,42,139,839,362,1201,5,3
385,1758811206035801023,1758811206146978306,111.177,41,138,838,362,1200,5,3
386,1758811806358908688,1758811806410843024,51.934,42,139,839,414,1253,5,4
387,1758812408623282348,1758812408859880544,236.598,39,136,832,414,1246,5,4
388,1758813006072655128,1758813006276566088,203.911,38,135,831,414,1245,5,4
389,1758813606477944165,1758813606685667739,207.724,39,136,832,362,1194,5,3
390,1758814205887292464,1758814206211204259,323.912,39,136,832,414,1246,5,4
391,1758814806424635563,1758814806439340994,14.705,39,136,832,362,1194,5,3
392,1758815406651868445,1758815406907090503,255.222,39,136,832,414,1246,5,4
393,1758816006125040302,1758816006288931552,163.891,38,135,831,362,1193,5,3
394,1758816606490743888,1758816606721387144,230.643,39,136,832,362,1194,5,3
395,1758817205930326742,1758817206132927248,202.601,39,136,832,362,1194,5,3
396,1758817809349516654,1758817809614893303,265.377,39,136,832,362,1194,5,3
397,1758818406800963295,1758818406817107968,16.145,42,139,839,362,1201,5,3
398,1758819006013745797,1758819006053519540,39.774,41,138,838,414,1252,5,4
399,1758819606246309410,1758819606316081903,69.772,41,138,838,362,1200,5,3
400,1758820206505666064,1758820206584373524,78.707,42,139,839,414,1253,5,4
401,1758820805777606097,1758820805937403932,159.798,42,139,839,362,1201,5,3
402,1758821406156907492,1758821406283792538,126.885,41,138,838,362,1200,5,3
403,1758822006490396622,1758822006555371752,64.975,42,139,839,414,1253,5,4
404,1758822605758171702,1758822605902143365,143.972,42,139,839,362,1201,5,3
405,1758823206123513336,1758823206172182273,48.669,41,138,838,414,1252,5,4
406,1758823806389490285,1758823806442605187,53.115,42,139,839,414,1253,5,4
407,1758824406651619666,1758824406710505368,58.886,42,139,839,414,1253,5,4
408,1758825005922165110,1758825006059490753,137.326,42,139,839,414,1253,5,4
409,1758825606244905321,1758825606332133270,87.228,41,138,838,362,1200,5,3
410,1758826206522005712,1758826206606897061,84.891,42,139,839,414,1253,5,4
411,1758826805795374992,1758826805956500782,161.126,42,139,839,414,1253,5,4
412,1758827406175784265,1758827406224003079,48.219,41,138,838,414,1252,5,4
413,1758828006430539734,1758828006495721647,65.182,42,139,839,414,1253,5,4
414,1758828606694974791,1758828606767111470,72.137,42,139,839,414,1253,5,4
415,1758829205976187305,1758829205990271969,14.085,42,139,839,362,1201,5,3
416,1758829806210533939,1758829806299564255,89.03,41,138,838,362,1200,5,3
417,1758830406511812399,1758830406526601962,14.79,42,139,839,362,1201,5,3
418,1758831006732366760,1758831006865230447,132.864,42,139,839,414,1253,5,4
419,1758831606085349177,1758831606244640038,159.291,41,138,838,362,1200,5,3
420,1758832206458678445,1758832208094092084,1635.414,42,139,2498,606,3104,8,7
421,1758832806309651983,1758832806491114101,181.462,42,139,839,362,1201,5,3
422,1758833405703355773,1758833405943028874,239.673,42,139,839,362,1201,5,3
423,1758834008142915982,1758834008273134360,130.218,41,138,838,414,1252,5,4
424,1758834607467748531,1758834607553235350,85.487,42,139,839,414,1253,5,4
425,1758835206755961424,1758835208319050335,1563.089,42,139,1945,542,2487,7,6
426,1758835806532828131,1758835806748635064,215.807,42,139,839,414,1253,5,4
427,1758836405936724789,1758836406100239864,163.515,42,139,839,362,1201,5,3
428,1758837006294243967,1758837006382892407,88.648,42,139,839,414,1253,5,4
429,1758837606583637586,1758837606643536329,59.899,42,139,839,414,1253,5,4
430,1758838205838084899,1758838205992041006,153.956,42,139,839,414,1253,5,4
431,1758838806207575758,1758838806490845872,283.27,41,138,838,414,1252,5,4
432,1758839406701202905,1758839406927196537,225.994,42,139,839,362,1201,5,3
433,1758840006148399995,1758840006250706414,102.306,41,138,838,414,1252,5,4
434,1758840606435224512,1758840606734824366,299.6,42,139,839,414,1253,5,4
435,1758841205927842344,1758841206081006595,153.164,42,139,839,362,1201,5,3
436,1758841806290583154,1758841806353804723,63.222,42,139,839,414,1253,5,4
437,1758842406558244264,1758842406624220683,65.976,42,139,839,414,1253,5,4
438,1758843005823151729,1758843005975743098,152.591,42,139,839,414,1253,5,4
439,1758843606199859400,1758843606214034968,14.176,41,138,838,362,1200,5,3
440,1758844208434283044,1758844208450345967,16.063,42,139,839,362,1201,5,3
441,1758844806663633163,1758844806935185264,271.552,42,139,839,414,1253,5,4
442,1758845406160230101,1758845408775731758,2615.502,41,138,2494,606,3100,8,7
443,1758846005995544060,1758846006143775735,148.232,42,139,839,414,1253,5,4
444,1758846606363743111,1758846606480514854,116.772,42,139,839,414,1253,5,4
445,1758847206660728482,1758847206899038356,238.31,42,139,839,414,1253,5,4
446,1758847806119359907,1758847806206243189,86.883,38,135,831,362,1193,5,3
447,1758848406412755500,1758848406629613766,216.858,39,136,832,362,1194,5,3
448,1758849005833003376,1758849005999646656,166.643,39,136,832,414,1246,5,4
449,1758849606219872621,1758849606527371558,307.499,38,135,831,414,1245,5,4
450,1758850206713408447,1758850206939495000,226.087,39,136,832,414,1246,5,4
451,1758850806155266349,1758850806443326571,288.06,38,135,831,414,1245,5,4
452,1758851406644911328,1758851406762148677,117.237,39,136,832,362,1194,5,3
453,1758852005966875791,1758852006200644107,233.768,39,136,832,362,1194,5,3
454,1758852007210627246,1758852007226461240,15.834,38,135,896,414,1310,6,4
455,1758852606434926916,1758852606717941407,283.014,39,136,832,466,1298,5,5
456,1758853206906357684,1758853207173787920,267.43,39,136,832,414,1246,5,4
457,1758853806380612698,1758853806682831343,302.219,39,136,832,414,1246,5,4
458,1758854405887454455,1758854406036186666,148.732,39,136,832,414,1246,5,4
459,1758855006251878212,1758855006563368534,311.49,38,135,831,362,1193,5,3
460,1758855606754255199,1758855607002287475,248.032,39,136,832,362,1194,5,3
461,1758856206218630493,1758856206235345099,16.715,38,135,831,362,1193,5,3
462,1758856806446445673,1758856806462152432,15.707,39,136,832,414,1246,5,4
463,1758857406664544259,1758857406791801448,127.257,39,136,832,414,1246,5,4
464,1758858006004947077,1758858006134830495,129.883,38,135,831,414,1245,5,4
465,1758858606348093090,1758858606635899908,287.807,39,136,832,414,1246,5,4
466,1758859209822487289,1758859209913559738,91.072,39,136,832,414,1246,5,4
467,1758859806129819376,1758859806270337202,140.518,38,135,831,362,1193,5,3
468,1758860406471913693,1758860406566077606,94.164,39,136,832,414,1246,5,4
469,1758861006764007787,1758861007067222736,303.215,39,136,832,414,1246,5,4
470,1758861606283771143,1758861606528876745,245.106,39,136,832,362,1194,5,3
471,1758862207712199479,1758862207967411176,255.212,39,136,832,362,1194,5,3
472,1758862806178832358,1758862806449593098,270.761,38,135,831,362,1193,5,3
473,1758863406643618405,1758863406740816068,97.198,39,136,832,414,1246,5,4
474,1758864005942851889,1758864006101596606,158.745,39,136,832,362,1194,5,3
475,1758864606314313396,1758864606591121790,276.808,39,136,832,414,1246,5,4
476,1758865206771800413,1758865206921918546,150.118,39,136,832,414,1246,5,4
477,1758865806135263247,1758865806367157856,231.895,38,135,831,362,1193,5,3
478,1758866406568948273,1758866406597979145,29.031,39,136,832,362,1194,5,3
479,1758867006799461954,1758867006828863111,29.401,39,136,832,362,1194,5,3
480,1758867606044847407,1758867606273259270,228.412,38,135,831,414,1245,5,4
481,1758868206482624682,1758868206616079697,133.455,39,136,832,414,1246,5,4
482,1758868806817546967,1758868807004997096,187.45,39,136,832,362,1194,5,3
483,1758869406195871768,1758869406396480026,200.608,38,135,831,414,1245,5,4
484,1758870006589214019,1758870006875773632,286.56,39,136,832,414,1246,5,4
485,1758870606091503962,1758870606136682309,45.178,38,135,831,362,1193,5,3
486,1758871206349747489,1758871206518805907,169.058,39,136,832,362,1194,5,3
487,1758871806725868802,1758871806773056933,47.188,39,136,832,414,1246,5,4
488,1758872406984584124,1758872407173694368,189.11,39,136,832,414,1246,5,4
489,1758873006356011444,1758873006644975397,288.964,39,136,832,414,1246,5,4
490,1758873606831413730,1758873606858803922,27.39,39,136,832,362,1194,5,3
491,1758874206076341351,1758874206260716029,184.375,38,135,831,362,1193,5,3
492,1758874806465138599,1758874806745457693,280.319,39,136,832,414,1246,5,4
493,1758875408952925818,1758875409232455638,279.53,39,136,832,414,1246,5,4
494,1758876006418628596,1758876006640269979,221.641,39,136,832,414,1246,5,4
495,1758876606830980231,1758876606891506116,60.526,39,136,832,362,1194,5,3
496,1758877209111162812,1758877209253670759,142.508,38,135,831,362,1193,5,3
497,1758877806460194176,1758877806475319275,15.125,39,136,832,362,1194,5,3
498,1758878406670711277,1758878406972888754,302.177,39,136,832,414,1246,5,4
499,1758879006189022883,1758879006200414291,11.391,38,135,831,362,1193,5,3
500,1758879607412987317,1758879607438423430,25.436,39,136,832,362,1194,5,3
501,1758880206647729593,1758880206785421379,137.692,39,136,832,414,1246,5,4
502,1758880806970008168,1758880807235164413,265.156,39,136,832,362,1194,5,3
503,1758881406436422458,1758881406765949867,329.527,39,136,1378,478,1856,6,5
504,1758882005982475896,1758882006077217065,94.741,42,139,839,362,1201,5,3
505,1758882609294408987,1758882609373135722,78.727,39,136,832,362,1194,5,3
506,1758883206585578458,1758883206873736240,288.158,39,136,832,362,1194,5,3
507,1758883807087568041,1758883807099354026,11.786,38,135,831,362,1193,5,3
508,1758884406292825044,1758884406315615385,22.79,39,136,832,362,1194,5,3
509,1758885006506316837,1758885006795905868,289.589,39,136,1378,478,1856,6,5
510,1758885607011208253,1758885607245836157,234.628,38,135,831,362,1193,5,3
511,1758886206459639215,1758886206523545131,63.906,39,136,832,414,1246,5,4
512,1758886806731712068,1758886806960644115,228.932,39,136,832,414,1246,5,4
513,1758887406180047818,1758887406284195452,104.148,38,135,831,362,1193,5,3
514,1758888006472189357,1758888006788180292,315.991,39,136,832,414,1246,5,4
515,1758888607000715968,1758888607286506741,285.791,39,136,832,414,1246,5,4
516,1758889206500021639,1758889206741075376,241.054,39,136,832,414,1246,5,4
517,1758889806955793133,1758889806981638711,25.846,39,136,832,362,1194,5,3
518,1758890406201817318,1758890406365842189,164.025,38,135,831,414,1245,5,4
519,1758891006553949134,1758891006568911893,14.963,39,136,832,362,1194,5,3
520,1758891606760449998,1758891607038847193,278.397,39,136,832,414,1246,5,4
521,1758892206254400870,1758892206296461599,42.061,38,135,831,414,1245,5,4
522,1758892806502130389,1758892806798865444,296.735,39,136,832,362,1194,5,3
523,1758893407013850303,1758893407337499217,323.649,38,135,831,362,1193,5,3
524,1758894006523112890,1758894006763031093,239.918,39,136,832,414,1246,5,4
525,1758894605966527158,1758894606164655350,198.128,39,136,832,362,1194,5,3
526,1758895206376323108,1758895206570877822,194.555,39,136,832,362,1194,5,3
527,1758895806776044051,1758895807051391325,275.347,39,136,832,414,1246,5,4
528,1758896406268935326,1758896406512467635,243.532,41,138,838,362,1200,5,3
529,1758897006708162275,1758897007018334160,310.172,42,139,839,414,1253,5,4
530,1758897606234521048,1758897606386607918,152.087,41,138,838,362,1200,5,3
531,1758898206597063571,1758898206657611371,60.548,42,139,839,362,1201,5,3
532,1758898806864557411,1758898806912964420,48.407,42,139,839,414,1253,5,4
533,1758899406134723351,1758899406464203568,329.48,41,138,838,362,1200,5,3
534,1758900006654582462,1758900006745972606,91.39,42,139,839,362,1201,5,3
535,1758900606944727611,1758900607015504582,70.777,42,139,839,362,1201,5,3
536,1758901206233307088,1758901206409934173,176.627,41,138,838,414,1252,5,4
537,1758901806613863368,1758901806680952904,67.09,42,139,839,414,1253,5,4
538,1758902406885314245,1758902406952340425,67.026,39,136,832,414,1246,5,4
539,1758903006172881655,1758903006301402341,128.521,38,135,831,414,1245,5,4
540,1758903606513688145,1758903606573617246,59.929,39,136,832,362,1194,5,3
541,1758904206783359557,1758904206844311840,60.952,39,136,832,414,1246,5,4
542,1758904806066897734,1758904806081967100,15.069,38,135,831,362,1193,5,3
543,1758905406299107730,1758905406465927212,166.819,39,136,832,414,1246,5,4
544,1758906006655683237,1758906006671180547,15.497,42,139,839,362,1201,5,3
545,1758906606857421385,1758906607008319907,150.899,42,139,839,362,1201,5,3
546,1758907207219364977,1758907207253176193,33.811,41,138,838,362,1200,5,3
547,1758907806453658023,1758907806602468343,148.81,42,139,839,414,1253,5,4
548,1758908406803329022,1758908406936967217,133.638,42,139,839,362,1201,5,3
549,1758909006153164723,1758909006194687057,41.522,41,138,838,414,1252,5,4
550,1758909606403392695,1758909606581616769,178.224,42,139,839,414,1253,5,4
551,1758910206783207833,1758910208767634920,1984.427,42,139,2498,554,3052,8,6
552,1758910806974846132,1758910807279589750,304.744,42,139,839,362,1201,5,3
553,1758911406463711724,1758911406573810695,110.099,42,139,839,362,1201,5,3
554,1758912006761951478,1758912007013989819,252.038,42,139,839,362,1201,5,3
555,1758912607229802457,1758912607374520299,144.718,41,138,838,362,1200,5,3
556,1758913206584210415,1758913206826259328,242.049,42,139,839,414,1253,5,4
557,1758913807048557520,1758913807273570008,225.012,41,138,838,414,1252,5,4
558,1758914406466182018,1758914406644184290,178.002,42,139,839,414,1253,5,4
559,1758915006844227807,1758915007037469457,193.242,42,139,839,362,1201,5,3
560,1758915606261171193,1758915606381599870,120.429,41,138,838,414,1252,5,4
561,1758916206588574411,1758916206614223404,25.649,42,139,839,362,1201,5,3
562,1758916806819412452,1758916806931512748,112.1,42,139,839,414,1253,5,4
563,1758917407150569173,1758917407379086720,228.518,41,138,838,362,1200,5,3
564,1758918006589428546,1758918006900578767,311.15,42,139,839,414,1253,5,4
565,1758918609119423134,1758918609136156115,16.733,41,138,838,362,1200,5,3
566,1758919206339723054,1758919206355804578,16.082,42,139,839,362,1201,5,3
567,1758919806550144053,1758919806747526578,197.383,42,139,839,362,1201,5,3
568,1758920406953404605,1758920407249990711,296.586,42,139,839,362,1201,5,3
569,1758921006462887323,1758921006639571851,176.685,42,139,839,414,1253,5,4
570,1758921606851440021,1758921606991646215,140.206,42,139,839,362,1201,5,3
571,1758922207187109430,1758922207380975367,193.866,41,138,838,362,1200,5,3
572,1758922806578402685,1758922806736013433,157.611,42,139,839,362,1201,5,3
573,1758923406954313693,1758923407006195876,51.882,42,139,839,414,1253,5,4
574,1758924006222442287,1758924006356438984,133.997,41,138,838,414,1252,5,4
575,1758924606563725305,1758924606628908216,65.183,42,139,839,362,1201,5,3
576,1758925206831741402,1758925206897476606,65.735,42,139,839,362,1201,5,3
577,1758925806120209277,1758925806244484383,124.275,41,138,838,414,1252,5,4
578,1758926406459418734,1758926406512925395,53.507,42,139,839,362,1201,5,3
579,1758927006714665046,1758927006786665029,72.0,42,139,839,362,1201,5,3
580,1758927606986767886,1758927607055037390,68.27,42,139,839,362,1201,5,3
581,1758928206253354636,1758928206331814587,78.46,41,138,838,362,1200,5,3
582,1758928806528450097,1758928806602429838,73.98,42,139,839,414,1253,5,4
583,1758929406800546929,1758929406978545633,177.999,42,139,839,414,1253,5,4
584,1758930006198751620,1758930006328725379,129.974,41,138,838,362,1200,5,3
585,1758930606539436368,1758930606600654327,61.218,42,139,839,414,1253,5,4
586,1758931206807346942,1758931206870652029,63.305,42,139,839,362,1201,5,3
587,1758931807098039923,1758931807144342492,46.303,41,138,838,362,1200,5,3
588,1758932406362470465,1758932406494911655,132.441,42,139,839,362,1201,5,3
589,1758933006705409393,1758933006764189218,58.78,39,136,832,414,1246,5,4
590,1758933606981981076,1758933607035411803,53.431,39,136,832,414,1246,5,4
591,1758934206220946172,1758934206236589624,15.643,38,135,831,362,1193,5,3
592,1758934806418219414,1758934806658123415,239.904,39,136,1378,478,1856,6,5
593,1758935406848405587,1758935406864027887,15.622,39,136,832,362,1194,5,3
594,1758936007082872434,1758936007199442204,116.57,38,135,831,362,1193,5,3
595,1758936606398751508,1758936606549404756,150.653,39,136,832,362,1194,5,3
596,1758937206746897915,1758937206818190403,71.292,39,136,832,362,1194,5,3
597,1758937807032045222,1758937807091094584,59.049,38,135,831,414,1245,5,4
598,1758938406301355809,1758938408608846022,2307.49,39,136,3016,670,3686,9,8
599,1758939006813192907,1758939009366970852,2553.778,39,136,1378,478,1856,6,5
600,1758939606568918964,1758939608622214207,2053.295,39,136,1378,478,1856,6,5
601,1758940206820044737,1758940207246589981,426.545,39,136,832,414,1246,5,4
602,1758940806459508081,1758940808912305000,2452.797,39,136,1378,478,1856,6,5
603,1758941407132225051,1758941407294148264,161.923,38,135,831,414,1245,5,4
604,1758942006501913642,1758942006646024342,144.111,39,136,832,414,1246,5,4
605,1758942606850171061,1758942607049886130,199.715,39,136,832,414,1246,5,4
606,1758943206265971787,1758943206489448908,223.477,38,135,831,414,1245,5,4
607,1758943806676884657,1758943806806429386,129.545,39,136,832,362,1194,5,3
608,1758944407008921752,1758944407193871054,184.949,38,135,831,414,1245,5,4
609,1758945006403793584,1758945006632419163,228.626,39,136,832,414,1246,5,4
610,1758945606835842451,1758945606912068753,76.226,39,136,832,414,1246,5,4
611,1758946207129364778,1758946207451408679,322.044,38,135,831,414,1245,5,4
612,1758946806636707839,1758946806854464306,217.756,39,136,832,362,1194,5,3
613,1758947406065093391,1758947406340309737,275.216,38,135,831,362,1193,5,3
614,1758948006545070522,1758948006830042186,284.972,39,136,832,414,1246,5,4
615,1758948607045573826,1758948607165401649,119.828,38,135,831,414,1245,5,4
616,1758949207350201557,1758949207504890248,154.689,39,136,832,362,1194,5,3
617,1758949806690387974,1758949806959293445,268.905,39,136,832,362,1194,5,3
618,1758950406171455400,1758950406186789922,15.335,38,135,831,362,1193,5,3
619,1758951006389152273,1758951006397531722,8.379,39,136,832,362,1194,5,3
620,1758951606596163987,1758951606848024842,251.861,39,136,832,414,1246,5,4
621,1758952207063248830,1758952207354879411,291.631,38,135,831,414,1245,5,4
622,1758952806537763804,1758952806717820237,180.056,39,136,832,362,1194,5,3
623,1758953406909056416,1758953407222732527,313.676,39,136,832,362,1194,5,3
624,1758954006435868250,1758954006709764716,273.896,39,136,832,414,1246,5,4
625,1758954606914658915,1758954607241422020,326.763,39,136,832,414,1246,5,4
626,1758955206426743600,1758955206523795039,97.051,39,136,832,362,1194,5,3
627,1758955806712568184,1758955806922232919,209.665,39,136,832,362,1194,5,3
628,1758956407141992889,1758956407251325783,109.333,38,135,831,414,1245,5,4
629,1758957006459637221,1758957006505271897,45.635,39,136,832,414,1246,5,4
630,1758957606704220040,1758957607006807159,302.587,39,136,832,414,1246,5,4
631,1758958206223162093,1758958206418500256,195.338,38,135,831,414,1245,5,4
632,1758958207428873050,1758958207445374998,16.502,39,136,897,414,1311,6,4
633,1758958806632091092,1758958806905611052,273.52,39,136,832,414,1246,5,4
634,1758959407124181922,1758959407282647699,158.466,38,135,831,414,1245,5,4
635,1758960006490506394,1758960006609724483,119.218,39,136,832,362,1194,5,3
636,1758960606810317257,1758960607072248909,261.932,39,136,832,414,1246,5,4
637,1758961206286030971,1758961206469968065,183.937,39,136,832,414,1246,5,4
638,1758961806654348758,1758961806944544481,290.196,39,136,832,414,1246,5,4
639,1758962407161073360,1758962407384826611,223.753,38,135,831,362,1193,5,3
640,1758963006591892683,1758963006845931034,254.038,39,136,832,414,1246,5,4
641,1758963607064130003,1758963607339529014,275.399,38,135,831,362,1193,5,3
642,1758964206531203845,1758964206546500255,15.296,39,136,832,362,1194,5,3
643,1758964806734919867,1758964806827387606,92.468,39,136,832,414,1246,5,4
644,1758965407036619543,1758965407052202368,15.583,38,135,831,362,1193,5,3
645,1758966006259875515,1758966006445146827,185.271,38,135,831,362,1193,5,3
646,1758966606640767447,1758966606860214050,219.447,39,136,832,362,1194,5,3
647,1758967207075956218,1758967207193260161,117.304,38,135,831,362,1193,5,3
648,1758967807404991798,1758967807571393864,166.402,39,136,832,414,1246,5,4
649,1758968406755800997,1758968406837500539,81.7,39,136,832,414,1246,5,4
650,1758969007041664702,1758969007210497179,168.832,38,135,831,362,1193,5,3
651,1758969606418455218,1758969606512184871,93.73,39,136,832,362,1194,5,3
652,1758970206709473001,1758970207037929619,328.457,39,136,1378,478,1856,6,5
653,1758970807254893837,1758970807324094517,69.201,38,135,831,362,1193,5,3
654,1758971406536764083,1758971406767078386,230.314,39,136,832,414,1246,5,4
655,1758972006955977347,1758972007118448135,162.471,39,136,832,362,1194,5,3
656,1758972607310373022,1758972607583904548,273.532,39,136,832,362,1194,5,3
657,1758973206782051323,1758973207060686982,278.636,39,136,832,362,1194,5,3
658,1758973807278369984,1758973807488160987,209.791,39,136,832,414,1246,5,4
659,1758974406698636273,1758974406918185299,219.549,39,136,832,414,1246,5,4
660,1758975007130963239,1758975007446752408,315.789,41,138,838,414,1252,5,4
661,1758975606650856244,1758975606867691113,216.835,42,139,839,362,1201,5,3
662,1758976207087626178,1758976207391401404,303.775,38,135,831,414,1245,5,4
663,1758976807578121630,1758976807902082161,323.961,39,136,832,414,1246,5,4
664,1758977407118061581,1758977407197861229,79.8,38,135,831,362,1193,5,3
665,1758978006402880477,1758978006474820877,71.94,39,136,832,414,1246,5,4
666,1758978606674722603,1758978606690310545,15.588,39,136,832,362,1194,5,3
667,1758979206890091348,1758979207206361809,316.27,39,136,832,362,1194,5,3
668,1758979806420856108,1758979806433371025,12.515,39,136,832,362,1194,5,3
669,1758980406645997154,1758980406702529911,56.533,39,136,832,362,1194,5,3
670,1758981006911137152,1758981007543542229,632.405,39,136,1915,490,2405,7,5
671,1758981606747278109,1758981607052632094,305.354,39,136,832,362,1194,5,3
672,1758982207267469676,1758982207552823905,285.354,38,135,831,362,1193,5,3
673,1758982806743982304,1758982806931511762,187.529,39,136,832,362,1194,5,3
674,1758983407149987853,1758983407202610506,52.623,41,138,838,362,1200,5,3
675,1758984007411325440,1758984007563200889,151.875,42,139,839,362,1201,5,3
676,1758984606762179163,1758984606911615987,149.437,42,139,839,362,1201,5,3
677,1758985207135146038,1758985207181688651,46.543,41,138,838,414,1252,5,4
678,1758985806398057491,1758985806584782695,186.725,42,139,839,362,1201,5,3
679,1758986406792052960,1758986407036734662,244.682,42,139,839,362,1201,5,3
680,1758987007242042559,1758987007491778532,249.736,41,138,838,362,1200,5,3
681,1758987606694007922,1758987606899432648,205.425,42,139,839,362,1201,5,3
682,1758988207118740816,1758988207205964748,87.224,38,135,831,362,1193,5,3
683,1758988806412744842,1758988806513753587,101.009,39,136,832,414,1246,5,4
684,1758989406720755112,1758989406784968237,64.213,39,136,832,362,1194,5,3
685,1758990007005605316,1758990007055456486,49.851,38,135,831,362,1193,5,3
686,1758990607241312192,1758990607327649879,86.338,38,135,831,362,1193,5,3
687,1758991206517661088,1758991206677165254,159.504,39,136,832,414,1246,5,4
688,1758991806866018019,1758991806947182296,81.164,39,136,832,362,1194,5,3
689,1758992407159634608,1758992407218805866,59.171,38,135,831,414,1245,5,4
690,1758993006422825816,1758993006568885757,146.06,39,136,832,362,1194,5,3
691,1758993606764279319,1758993606779521043,15.242,39,136,832,362,1194,5,3
692,1758994206984968793,1758994207110858958,125.89,39,136,832,414,1246,5,4
693,1758994806320874604,1758994806336854205,15.98,39,136,832,362,1194,5,3
694,1758995406546507783,1758995406732095445,185.588,39,136,832,362,1194,5,3
695,1758995407744119813,1758995407758799332,14.68,39,136,1001,478,1479,7,5
696,1758996006969213131,1758996007002705391,33.492,39,136,832,414,1246,5,4
697,1758996607220885434,1758996607274398472,53.513,38,135,831,414,1245,5,4
698,1758997206457417747,1758997206623387384,165.97,39,136,832,414,1246,5,4
699,1758997806809419567,1758997806893560198,84.141,39,136,832,362,1194,5,3
700,1758998407107388788,1758998407164632487,57.244,38,135,831,414,1245,5,4
701,1758999007364833362,1758999007436429190,71.596,39,136,832,414,1246,5,4
702,1758999606629616487,1758999606785455075,155.839,39,136,832,362,1194,5,3
703,1759000206992842979,1759000207056995127,64.152,39,136,832,362,1194,5,3
704,1759000807275377302,1759000807327979952,52.603,39,136,832,414,1246,5,4
705,1759001406537083885,1759001406676852848,139.769,39,136,832,362,1194,5,3
706,1759002006881197195,1759002006948559531,67.362,39,136,832,414,1246,5,4
707,1759002607167614350,1759002607219496266,51.882,38,135,831,414,1245,5,4
708,1759003206432846550,1759003206568648532,135.802,39,136,832,362,1194,5,3
709,1759003806754703302,1759003806841851194,87.148,39,136,832,362,1194,5,3
710,1759004407054375315,1759004407111788933,57.414,38,135,831,414,1245,5,4
711,1759005007305534809,1759005007380350600,74.816,39,136,832,414,1246,5,4
712,1759005606572110493,1759005606731938794,159.828,39,136,832,362,1194,5,3
713,1759006206930395405,1759006207002160159,71.765,39,136,832,414,1246,5,4
714,1759006807213932082,1759006807274860395,60.928,38,135,831,414,1245,5,4
715,1759007406484953658,1759007406623494000,138.54,39,136,832,362,1194,5,3
716,1759008006823101729,1759008006895878163,72.776,39,136,832,414,1246,5,4
717,1759008607116508727,1759008607166421363,49.913,38,135,831,414,1245,5,4
718,1759009207380969043,1759009207437383561,56.415,39,136,832,414,1246,5,4
719,1759009806642513645,1759009806786088954,143.575,39,136,832,362,1194,5,3
720,1759010406986468667,1759010407001790487,15.322,39,136,832,362,1194,5,3
721,1759011007199132759,1759011007328397790,129.265,38,135,831,414,1245,5,4
722,1759011606518168282,1759011606677729186,159.561,39,136,832,362,1194,5,3
723,1759012206875087763,1759012206949797049,74.709,39,136,832,414,1246,5,4
724,1759012807163863262,1759012807220958027,57.095,38,135,831,414,1245,5,4
725,1759013407427742807,1759013407491031884,63.289,39,136,832,414,1246,5,4
726,1759014006692725544,1759014006840937377,148.212,39,136,832,414,1246,5,4
727,1759014607055980140,1759014607113264580,57.284,38,135,831,414,1245,5,4
728,1759015207322237096,1759015207380775229,58.538,39,136,832,362,1194,5,3
729,1759015806591441041,1759015806733499811,142.059,39,136,832,414,1246,5,4
730,1759016406917067626,1759016407004672683,87.605,39,136,832,414,1246,5,4
731,1759017007200599275,1759017007275648439,75.049,38,135,831,414,1245,5,4
732,1759017606463996576,1759017606624514188,160.518,39,136,832,362,1194,5,3
733,1759018206812105912,1759018206895389489,83.284,39,136,832,414,1246,5,4
734,1759018807107830081,1759018807166734673,58.905,38,135,831,414,1245,5,4
735,1759019407377280831,1759019407438594067,61.313,39,136,832,362,1194,5,3
736,1759020006637205216,1759020006787752791,150.548,39,136,832,362,1194,5,3
737,1759020606996759844,1759020607058675850,61.916,39,136,832,414,1246,5,4
738,1759021207274817376,1759021207330870024,56.053,39,136,832,414,1246,5,4
739,1759021806538406150,1759021806679557991,141.152,39,136,832,362,1194,5,3
740,1759022406870510398,1759022406988846027,118.336,39,136,832,362,1194,5,3
741,1759023007181936286,1759023007430597884,248.662,38,135,831,414,1245,5,4
742,1759023606624956129,1759023606780065843,155.11,39,136,832,414,1246,5,4
743,1759024206983100430,1759024207284043571,300.943,39,136,832,414,1246,5,4
744,1759024806492406863,1759024806724986505,232.58,39,136,832,362,1194,5,3
745,1759025406905474381,1759025407130998907,225.525,39,136,832,362,1194,5,3
746,1759026006324052214,1759026006332628555,8.576,39,136,832,362,1194,5,3
747,1759026607523230458,1759026607594659423,71.429,39,136,832,414,1246,5,4
748,1759027206780804266,1759027206840730289,59.926,39,136,832,362,1194,5,3
