msg_seq,t_tx_ns,t_rx_ns,lat_ms,payload_app,payload_envelope,wire_up_l3_bytes,wire_down_l3_bytes,wire_l3_bytes,frames_up,frames_down
82,1758629405393244565,1758629405511993441,118.749,39,135,830,362,1192,5,3
83,1758630005699179281,1758630005792474693,93.295,39,135,830,362,1192,5,3
84,1758630605997461987,1758630606013235934,15.774,42,138,837,362,1199,5,3
85,1758631205234369770,1758631205354995122,120.625,41,137,836,414,1250,5,4
86,1758631805561863192,1758631805582379250,20.516,42,138,837,414,1251,5,4
87,1758632405798670780,1758632405847665026,48.994,42,138,837,362,1199,5,3
88,1758633006068804009,1758633006228021188,159.217,41,137,836,414,1250,5,4
89,1758633605442164024,1758633605727476439,285.312,42,138,1388,478,1866,6,5
90,1758634205916736423,1758634206207712454,290.976,42,138,837,362,1199,5,3
91,1758634805409925189,1758634805677753744,267.829,42,138,837,414,1251,5,4
92,1758635405883264339,1758635406179739879,296.476,42,138,837,362,1199,5,3
93,1758636005395247265,1758636005652725302,257.478,42,138,837,414,1251,5,4
94,1758636605840528824,1758636605980773302,140.244,42,138,837,362,1199,5,3
95,1758637205194781261,1758637205331151717,136.37,41,137,836,362,1198,5,3
96,1758637805530728903,1758637805680811716,150.083,42,138,837,362,1199,5,3
97,1758638404883207781,1758638405122534511,239.327,42,138,837,414,1251,5,4
98,1758639005334011261,1758639005431311094,97.3,42,138,837,414,1251,5,4
99,1758639605642427983,1758639605908149860,265.722,42,138,837,362,1199,5,3
100,1758640205120683110,1758640205302018884,181.336,41,137,837,362,1199,5,3
101,1758640805498825711,1758640805527924426,29.099,42,138,838,362,1200,5,3
102,1758641406730199437,1758641407058866025,328.667,42,138,1390,426,1816,6,4
103,1758642005272794846,1758642005506382526,233.588,42,138,838,414,1252,5,4
104,1758642605717638071,1758642605827125160,109.487,42,138,838,414,1252,5,4
105,1758643205024134746,1758643205137163079,113.028,41,137,837,414,1251,5,4
106,1758643805332466192,1758643805443104864,110.639,42,138,838,414,1252,5,4
107,1758644405642161622,1758644405654098347,11.937,42,138,838,362,1200,5,3
108,1758645005853364487,1758645006033013400,179.649,42,138,838,414,1252,5,4
109,1758645605250247933,1758645605265135956,14.888,41,137,837,362,1199,5,3
110,1758646205478975564,1758646205531877720,52.902,42,138,838,414,1252,5,4
111,1758646805734762781,1758646805797860613,63.098,42,138,838,414,1252,5,4
112,1758647405012186994,1758647405150830491,138.643,41,137,837,362,1199,5,3
113,1758648005367361977,1758648005462614004,95.252,42,138,838,414,1252,5,4
114,1758648605676673569,1758648605850968941,174.295,42,138,838,414,1252,5,4
115,1758649206054772102,1758649206125522148,70.75,41,137,837,414,1251,5,4
116,1758649805313982799,1758649805477175458,163.193,42,138,838,414,1252,5,4
117,1758650405671800402,1758650405746315685,74.515,42,138,838,414,1252,5,4
118,1758651005948623709,1758651006020034812,71.411,42,138,838,414,1252,5,4
119,1758651605241181661,1758651605369904089,128.722,41,137,837,414,1251,5,4
120,1758652205578092871,1758652205870356938,292.264,42,138,1390,478,1868,6,5
121,1758652806097695334,1758652806244328901,146.634,41,137,837,414,1251,5,4
122,1758653405462548691,1758653405741094377,278.546,42,138,838,414,1252,5,4
123,1758654005947179981,1758654006005424522,58.245,42,138,838,414,1252,5,4
124,1758654605224089089,1758654605513462946,289.374,41,137,837,362,1199,5,3
125,1758655205720858484,1758655205786239922,65.381,42,138,838,414,1252,5,4
126,1758655806004906253,1758655806049291702,44.385,41,137,837,362,1199,5,3
127,1758656405269812219,1758656405405400339,135.588,42,138,838,414,1252,5,4
128,1758657005627260358,1758657005771196021,143.936,42,139,839,414,1253,5,4
129,1758657605966849459,1758657606059354308,92.505,42,139,839,414,1253,5,4
130,1758658805441702766,1758658805502314693,60.612,42,139,1047,466,1513,9,5
131,1758659405705379364,1758659405773525195,68.146,42,139,839,414,1253,5,4
132,1758660005991559102,1758660006043545011,51.986,42,139,839,414,1253,5,4
133,1758660605259685916,1758660605392559764,132.874,41,138,838,362,1200,5,3
134,1758661205604533780,1758661205887395778,282.862,42,139,1392,478,1870,6,5
135,1758661806124943418,1758661806371209485,246.266,41,138,1390,426,1816,6,4
136,1758662405599408339,1758662405777410625,178.002,42,139,839,414,1253,5,4
137,1758663005997858741,1758663006041436775,43.578,42,139,839,414,1253,5,4
138,1758663605250935300,1758663605403437988,152.503,41,138,838,414,1252,5,4
139,1758664205597172274,1758664205925909583,328.737,42,139,1392,426,1818,6,4
140,1758664805140497501,1758664805279444593,138.947,41,138,838,362,1200,5,3
141,1758665405478543913,1758665405557404252,78.86,42,139,839,362,1201,5,3
142,1758666005760193481,1758666005822937895,62.744,42,139,839,414,1253,5,4
143,1758666606023111221,1758666606095086752,71.976,41,138,838,362,1200,5,3
144,1758667205272816396,1758667205452182241,179.366,42,139,891,414,1305,6,4
145,1758667805648809177,1758667805712009563,63.2,42,139,839,414,1253,5,4
146,1758668405910079110,1758668405983615314,73.536,42,139,839,414,1253,5,4
147,1758669005200779937,1758669005213937222,13.157,41,138,838,362,1200,5,3
148,1758669605428125532,1758669605605107357,176.982,42,139,839,362,1201,5,3
149,1758670205811987215,1758670205878466827,66.48,42,139,839,362,1201,5,3
150,1758670806099213257,1758670806146899616,47.686,41,138,838,414,1252,5,4
151,1758671405364150751,1758671405435093936,70.943,42,139,839,362,1201,5,3
152,1758672005651334880,1758672005705214402,53.88,42,139,839,362,1201,5,3
153,1758672605918419455,1758672605932167121,13.748,42,139,839,362,1201,5,3
154,1758673205159427491,1758673205420193344,260.766,41,138,1390,426,1816,6,4
155,1758673805609727302,1758673805688987714,79.26,42,139,839,362,1201,5,3
156,1758674405876719047,1758674405961099998,84.381,42,139,839,414,1253,5,4
157,1758675005178525011,1758675005394449758,215.925,41,138,838,362,1200,5,3
158,1758675605599217648,1758675605668048665,68.831,42,139,839,414,1253,5,4
159,1758676205864284829,1758676205940359290,76.074,42,139,839,362,1201,5,3
160,1758676805153087119,1758676805291859927,138.773,41,138,838,414,1252,5,4
161,1758677405498353042,1758677405562170389,63.817,42,139,839,362,1201,5,3
162,1758678005768165980,1758678005834094440,65.928,42,139,839,414,1253,5,4
163,1758678605051127774,1758678605297296719,246.169,41,138,1390,530,1920,6,6
164,1758679205484800548,1758679205573684086,88.884,39,136,832,414,1246,5,4
165,1758679805760350061,1758679806037410330,277.06,39,136,832,414,1246,5,4
166,1758680406253114961,1758680406448166829,195.052,38,135,831,414,1245,5,4
167,1758681005654184986,1758681005760016896,105.832,39,136,832,362,1194,5,3
168,1758681605970612886,1758681606048056803,77.444,39,136,832,362,1194,5,3
169,1758682206266833209,1758682206471465172,204.632,38,135,831,362,1193,5,3
170,1758682807653681003,1758682807723760938,70.08,39,136,832,414,1246,5,4
171,1758683405909441293,1758683406185403014,275.962,39,136,832,362,1194,5,3
172,1758684005390762391,1758684005441167580,50.405,39,136,832,414,1246,5,4
173,1758684605637169174,1758684605937944160,300.775,39,136,832,414,1246,5,4
174,1758685206160918201,1758685206176836171,15.918,38,135,831,362,1193,5,3
175,1758685805389577147,1758685805404511863,14.935,39,136,832,362,1194,5,3
176,1758686405617076610,1758686405911883878,294.807,39,136,1378,426,1804,6,4
177,1758687006120959533,1758687006307401311,186.442,38,135,831,362,1193,5,3
178,1758687605501743819,1758687605571948103,70.204,39,136,832,362,1194,5,3
179,1758688205762000874,1758688205861751810,99.751,39,136,832,362,1194,5,3
180,1758688806077899459,1758688806210043290,132.144,38,135,831,414,1245,5,4
181,1758689405422142699,1758689405619899247,197.757,39,136,832,362,1194,5,3
182,1758690005826100635,1758690006111659378,285.559,39,136,832,362,1194,5,3
183,1758690605303997455,1758690605621956760,317.959,39,136,832,414,1246,5,4
184,1758691206817245889,1758691206893604947,76.359,39,136,832,414,1246,5,4
185,1758691805112635426,1758691805320909884,208.274,38,135,831,362,1193,5,3
186,1758692405535930158,1758692405621683197,85.753,39,136,832,414,1246,5,4
187,1758693007827204367,1758693008116772044,289.568,39,136,832,414,1246,5,4
188,1758693606304120586,1758693606446361434,142.241,39,136,832,414,1246,5,4
189,1758694207637798774,1758694207784474074,146.675,39,136,832,414,1246,5,4
190,1758694805987806149,1758694806162096047,174.29,39,136,832,414,1246,5,4
191,1758695405372200041,1758695405641600305,269.4,39,136,832,362,1194,5,3
192,1758696005845714957,1758696005861535328,15.82,39,136,832,414,1246,5,4
193,1758696606078464960,1758696606244157255,165.692,38,135,831,414,1245,5,4
194,1758697205439739264,1758697205615703480,175.964,39,136,832,362,1194,5,3
195,1758697806799262919,1758697806952248865,152.986,39,136,832,414,1246,5,4
196,1758698406160463533,1758698406422909040,262.446,38,135,831,414,1245,5,4
197,1758699008623460682,1758699008745104072,121.643,39,136,832,362,1194,5,3
198,1758699605945312722,1758699606005424391,60.112,39,136,832,414,1246,5,4
199,1758700205219437704,1758700205428065964,208.628,38,135,831,414,1245,5,4
200,1758700805636824021,1758700805876632771,239.809,39,136,832,414,1246,5,4
201,1758701405087998129,1758701405356618605,268.62,38,135,831,414,1245,5,4
202,1758702005561753358,1758702005829952165,268.199,39,136,832,362,1194,5,3
203,1758702606047241681,1758702606362371553,315.13,38,135,831,414,1245,5,4
204,1758703205547984080,1758703205758831766,210.848,39,136,832,362,1194,5,3
205,1758703805958442191,1758703806197144850,238.703,39,136,832,362,1194,5,3
206,1758704405407188319,1758704405548861388,141.673,39,136,832,414,1246,5,4
207,1758705007748533191,1758705007835530292,86.997,39,136,832,414,1246,5,4
208,1758705606055349875,1758705606329296077,273.946,38,135,831,414,1245,5,4
209,1758706205514691520,1758706205833591321,318.9,39,136,832,414,1246,5,4
210,1758706806045603423,1758706806240254450,194.651,38,135,831,414,1245,5,4
211,1758707407449759735,1758707407501450969,51.691,39,136,832,414,1246,5,4
212,1758708005703622358,1758708005719193500,15.571,39,136,832,414,1246,5,4
213,1758708605926401252,1758708606037473419,111.072,39,136,832,414,1246,5,4
214,1758709206259892587,1758709206445967534,186.075,38,135,831,414,1245,5,4
215,1758709805656483048,1758709805945654377,289.171,39,136,832,414,1246,5,4
216,1758710407162299550,1758710407474290870,311.991,38,135,831,414,1245,5,4
217,1758711005687506363,1758711005781167384,93.661,39,136,832,414,1246,5,4
218,1758711606001379670,1758711606061530146,60.15,37,134,830,414,1244,5,4
219,1758712207278936234,1758712207517893271,238.957,39,136,832,414,1246,5,4
220,1758712805706759289,1758712805986291956,279.533,42,139,839,362,1201,5,3
221,1758713406209755114,1758713406522021375,312.266,41,138,838,414,1252,5,4
222,1758714005734020869,1758714005886539009,152.518,42,139,839,414,1253,5,4
223,1758714606119564971,1758714606272680580,153.116,41,138,838,414,1252,5,4
224,1758715205494766032,1758715205651225480,156.459,42,139,839,362,1201,5,3
225,1758715805851775404,1758715806147462834,295.687,42,139,839,362,1201,5,3
226,1758716406370626607,1758716406564522916,193.896,42,139,839,414,1253,5,4
227,1758717005771142574,1758717005983060852,211.918,42,139,839,414,1253,5,4
228,1758717606201008338,1758717606418897140,217.889,41,138,838,362,1200,5,3
229,1758718205607401912,1758718205803549375,196.147,42,139,839,362,1201,5,3
230,1758718806007617172,1758718806047385585,39.768,41,138,838,362,1200,5,3
231,1758719406260885170,1758719406545260905,284.376,41,138,838,362,1200,5,3
232,1758720005746226176,1758720005862063280,115.837,42,139,839,414,1253,5,4
233,1758720606080016360,1758720606376432804,296.416,41,138,838,362,1200,5,3
234,1758721205559644904,1758721205575838623,16.194,42,139,839,414,1253,5,4
235,1758721805763973377,1758721805991195782,227.222,42,139,839,414,1253,5,4
236,1758722406195867139,1758722406254449954,58.583,41,138,838,414,1252,5,4
237,1758723005447479513,1758723005761590505,314.111,42,139,839,362,1201,5,3
238,1758723605974790243,1758723606224667988,249.878,42,139,839,414,1253,5,4
239,1758724205436303613,1758724205488281985,51.978,42,139,839,362,1201,5,3
240,1758724805696585743,1758724805791190988,94.605,42,139,839,414,1253,5,4
241,1758725407983284886,1758725407999343365,16.058,42,139,839,414,1253,5,4
242,1758726006195768634,1758726006584869290,389.101,41,138,1390,478,1868,6,5
243,1758726605785088599,1758726606102479721,317.391,42,139,839,414,1253,5,4
244,1758727206320573097,1758727206568108038,247.535,42,139,839,414,1253,5,4
245,1758727805774674426,1758727805938562404,163.888,42,139,839,414,1253,5,4
246,1758728406141363251,1758728406181046718,39.683,41,138,838,414,1252,5,4
247,1758729005370897181,1758729005464696448,93.799,42,139,839,414,1253,5,4
248,1758729605658688218,1758729605879983009,221.295,42,139,839,414,1253,5,4
249,1758730206095554209,1758730206377566024,282.012,41,138,838,362,1200,5,3
250,1758730805585607610,1758730805822022100,236.414,42,139,839,414,1253,5,4
251,1758731406027370645,1758731406318850213,291.48,41,138,838,414,1252,5,4
252,1758732006512057930,1758732006693969855,181.912,42,139,839,414,1253,5,4
253,1758732605893918804,1758732606093134782,199.216,42,139,839,362,1201,5,3
254,1758733206308632427,1758733206462754465,154.122,42,139,839,362,1201,5,3
255,1758733805671768651,1758733805842631534,170.863,42,139,839,414,1253,5,4
256,1758734406050886764,1758734406270049985,219.163,41,138,838,414,1252,5,4
257,1758735005462289451,1758735005664725689,202.436,42,139,839,414,1253,5,4
258,1758735605866910619,1758735606105359053,238.448,42,139,839,414,1253,5,4
259,1758736206320529391,1758736206377774016,57.245,42,139,839,362,1201,5,3
260,1758736805587989211,1758736805726505295,138.516,42,139,839,362,1201,5,3
261,1758737405941178714,1758737405998819254,57.641,42,139,839,362,1201,5,3
262,1758738006229065654,1758738006268169274,39.104,41,138,838,362,1200,5,3
263,1758738605477204660,1758738605619374065,142.169,42,139,839,362,1201,5,3
264,1758739205811866496,1758739205891428395,79.562,42,139,839,362,1201,5,3
265,1758739806111649362,1758739806127538400,15.889,41,138,838,362,1200,5,3
266,1758740406329551339,1758740406638494831,308.943,42,139,1392,478,1870,6,5
267,1758741005842157633,1758741005945989273,103.832,42,139,839,414,1253,5,4
268,1758741606171069816,1758741606343575668,172.506,41,138,838,414,1252,5,4
269,1758742205554304178,1758742205740115848,185.812,42,139,839,414,1253,5,4
270,1758742805934533476,1758742806083000013,148.467,42,139,839,362,1201,5,3
271,1758743405278916951,1758743405546007976,267.091,42,139,839,362,1201,5,3
272,1758744005747803721,1758744006002129759,254.326,42,139,839,414,1253,5,4
273,1758744606224979386,1758744606485751822,260.772,41,138,838,414,1252,5,4
274,1758745205701013382,1758745205836651169,135.638,42,139,839,362,1201,5,3
275,1758745806045632011,1758745806107370835,61.739,41,138,838,414,1252,5,4
276,1758746406302384792,1758746406378664206,76.279,42,139,839,414,1253,5,4
277,1758747005572635002,1758747005727868833,155.234,42,139,839,362,1201,5,3
278,1758747605937020748,1758747606001171247,64.15,42,139,839,362,1201,5,3
279,1758748206221629341,1758748206475336294,253.707,41,138,838,414,1252,5,4
280,1758748805683815950,1758748805908124288,224.308,42,139,839,362,1201,5,3
281,1758749406129580234,1758749406233054939,103.475,41,138,838,414,1252,5,4
282,1758750005445201710,1758750005582774392,137.573,42,139,839,414,1253,5,4
283,1758750605773255621,1758750605788960307,15.705,42,139,839,362,1201,5,3
284,1758751205989320059,1758751206113809637,124.49,42,139,839,414,1253,5,4
285,1758751806315796514,1758751806384725998,68.929,42,139,839,362,1201,5,3
286,1758752405583210715,1758752405732553625,149.343,42,139,839,414,1253,5,4
287,1758753005935451839,1758753006013344522,77.893,42,139,839,362,1201,5,3
288,1758753606233242907,1758753606285388567,52.146,41,138,838,362,1200,5,3
289,1758754206501124055,1758754206705508020,204.384,42,139,839,362,1201,5,3
290,1758754805917603027,1758754806054705578,137.103,42,139,839,362,1201,5,3
291,1758755406271944303,1758755406327422211,55.478,42,139,839,414,1253,5,4
292,1758756005516769650,1758756005589085800,72.316,42,139,839,362,1201,5,3
293,1758756605784221934,1758756605861066587,76.845,42,139,839,362,1201,5,3
294,1758757206075293401,1758757206128332328,53.039,41,138,838,362,1200,5,3
295,1758757806326838404,1758757806384403635,57.565,42,139,839,414,1253,5,4
296,1758758405580069092,1758758405733521607,153.453,42,139,839,362,1201,5,3
297,1758759005941205260,1758759006008006709,66.801,39,136,832,362,1194,5,3
298,1758759606229256412,1758759606259977316,30.721,38,135,831,362,1193,5,3
299,1758760206474779114,1758760206672440441,197.661,39,136,832,414,1246,5,4
300,1758760805880928559,1758760805946708358,65.78,39,136,832,414,1246,5,4
301,1758761406169114532,1758761406335971811,166.857,38,135,831,414,1245,5,4
302,1758762005547477629,1758762005657303763,109.826,39,136,832,414,1246,5,4
303,1758762605843378548,1758762606069362461,225.984,39,136,832,362,1194,5,3
304,1758763206271615226,1758763206336401910,64.787,39,136,832,414,1246,5,4
305,1758763805523390188,1758763805652158181,128.768,39,136,832,362,1194,5,3
306,1758764405848848271,1758764406090153508,241.305,39,136,832,362,1194,5,3
307,1758765006305799010,1758765006393451432,87.652,39,136,832,362,1194,5,3
308,1758765605599600843,1758765605915138516,315.538,39,136,832,362,1194,5,3
309,1758766206113620716,1758766206128644426,15.024,38,135,831,362,1193,5,3
310,1758766806317009636,1758766806604564354,287.555,39,136,832,414,1246,5,4
311,1758767405797566159,1758767405812904438,15.338,39,136,832,414,1246,5,4
312,1758768006022961002,1758768006306960542,284.0,38,135,831,414,1245,5,4
313,1758768605516110100,1758768605689676170,173.566,39,136,832,414,1246,5,4
314,1758769205892261140,1758769205933315518,41.054,39,136,832,414,1246,5,4
315,1758769806155631343,1758769806393213827,237.582,38,135,831,414,1245,5,4
316,1758770405583394269,1758770405741581668,158.187,39,136,832,414,1246,5,4
317,1758771005939256801,1758771006188175628,248.919,39,136,832,362,1194,5,3
318,1758771606400007412,1758771606454345158,54.338,39,136,832,414,1246,5,4
319,1758772206657816997,1758772206833027403,175.21,39,136,832,414,1246,5,4
320,1758772806048195093,1758772806307493305,259.298,38,135,831,414,1245,5,4
321,1758773406493079378,1758773406537426274,44.347,39,136,832,362,1194,5,3
322,1758774005724051567,1758774005987800297,263.749,39,136,832,414,1246,5,4
323,1758774606202318863,1758774606494945198,292.626,38,135,831,414,1245,5,4
324,1758775205695558000,1758775205770881009,75.323,39,136,832,414,1246,5,4
325,1758775805981208223,1758775806073772292,92.564,39,136,832,414,1246,5,4
326,1758776406289867218,1758776406512954720,223.088,39,136,832,362,1194,5,3
327,1758777005723409513,1758777005891868781,168.459,39,136,832,414,1246,5,4
328,1758777606103919341,1758777606198156238,94.237,38,135,831,414,1245,5,4
329,1758778206397499158,1758778206462220813,64.722,39,136,832,414,1246,5,4
330,1758778806655819176,1758778806825863322,170.044,39,136,832,414,1246,5,4
331,1758779406038097189,1758779406117586260,79.489,38,135,831,362,1193,5,3
332,1758780006329923919,1758780006345318758,15.395,39,136,832,414,1246,5,4
333,1758780606552252648,1758780606845658851,293.406,39,136,1378,426,1804,6,4
334,1758781206069038173,1758781206224741176,155.703,38,135,831,414,1245,5,4
335,1758781806409512758,1758781806684741041,275.228,39,136,832,414,1246,5,4
336,1758782407880244491,1758782407933447122,53.203,39,136,832,414,1246,5,4
337,1758783006149262840,1758783006336132628,186.87,38,135,831,362,1193,5,3
338,1758783606539565450,1758783606785872146,246.307,39,136,832,362,1194,5,3
339,1758784205999964509,1758784206046729924,46.765,39,136,832,362,1194,5,3
340,1758784808265670975,1758784808315930698,50.26,38,135,831,414,1245,5,4
341,1758785406524257675,1758785406688517205,164.26,39,136,832,362,1194,5,3
342,1758786005872223841,1758786005949873093,77.649,39,136,832,414,1246,5,4
343,1758786606157060924,1758786606198835241,41.774,38,135,831,362,1193,5,3
344,1758787206394053159,1758787206565258518,171.205,39,136,832,362,1194,5,3
345,1758787805756675550,1758787806037669424,280.994,39,136,832,414,1246,5,4
346,1758788406252348332,1758788406580349138,328.001,38,135,831,414,1245,5,4
347,1758789005776099694,1758789006007551122,231.451,39,136,832,414,1246,5,4
348,1758789606212771974,1758789606322734278,109.962,38,135,831,362,1193,5,3
349,1758790207515522065,1758790207719587187,204.065,39,136,832,414,1246,5,4
350,1758790806916154425,1758790806930871881,14.717,39,136,832,362,1194,5,3
351,1758791406149018000,1758791406281680466,132.662,38,135,831,414,1245,5,4
352,1758792006489344136,1758792006504444417,15.1,39,136,832,362,1194,5,3
353,1758792605709880888,1758792605851702933,141.822,39,136,832,362,1194,5,3
354,1758793206066644569,1758793206331948414,265.304,38,135,831,414,1245,5,4
355,1758793805515971743,1758793805729981603,214.01,39,136,832,362,1194,5,3
356,1758794405923302035,1758794406144905527,221.603,39,136,832,414,1246,5,4
357,1758795006359360631,1758795006508660268,149.3,39,136,832,414,1246,5,4
358,1758795605716988784,1758795605784041703,67.053,42,139,839,362,1201,5,3
359,1758796205996010915,1758796206091542092,95.531,39,136,832,362,1194,5,3
360,1758796806307128641,1758796806540821103,233.692,39,136,832,362,1194,5,3
361,1758797406727229697,1758797406938996313,211.767,39,136,832,362,1194,5,3
362,1758798006154660328,1758798006433312173,278.652,38,135,831,362,1193,5,3
363,1758798606639613855,1758798606817601283,177.987,39,136,832,414,1246,5,4
364,1758799206032582330,1758799206083137144,50.555,38,135,831,414,1245,5,4
365,1758799806301741281,1758799806354998000,53.257,39,136,832,414,1246,5,4
366,1758800406563873956,1758800406785732428,221.858,39,136,832,414,1246,5,4
367,1758801005984009207,1758801006048800656,64.791,39,136,832,362,1194,5,3
368,1758801606244239767,1758801606507458948,263.219,38,135,831,414,1245,5,4
369,1758802206707916082,1758802206888960538,181.044,39,136,832,362,1194,5,3
370,1758802806110115666,1758802806124690786,14.575,38,135,831,362,1193,5,3
371,1758803406337886759,1758803406418548672,80.662,39,136,832,414,1246,5,4
372,1758804005629119235,1758804005788853645,159.734,39,136,832,414,1246,5,4
373,1758804006802536987,1758804006817220878,14.684,39,136,897,466,1363,6,5
