msg_seq,t_tx_ns,t_rx_ns,lat_ms,payload_app,payload_envelope,wire_up_l3_bytes,wire_down_l3_bytes,wire_l3_bytes,frames_up,frames_down
369,1758547205619912006,1758547205635877413,15.965,42,139,839,362,1201,5,3
370,1758547804840526772,1758547804911735802,71.209,42,139,839,414,1253,5,4
371,1758548405135926062,1758548405182832626,46.907,41,138,838,414,1252,5,4
372,1758549005397555002,1758549005645713412,248.158,42,139,839,362,1201,5,3
373,1758549605856124827,1758549606058330598,202.206,42,139,839,362,1201,5,3
374,1758550205248161986,1758550205530065119,281.903,41,138,838,362,1200,5,3
375,1758550804728892989,1758550804869571389,140.678,42,139,839,362,1201,5,3
376,1758551405093123724,1758551405305583657,212.46,41,138,838,362,1200,5,3
377,1758552005517283331,1758552005633702642,116.419,42,139,839,362,1201,5,3
378,1758552604842392549,1758552605105227486,262.835,42,139,839,414,1253,5,4
379,1758553205294049836,1758553205376018570,81.969,42,139,839,414,1253,5,4
380,1758553805564784878,1758553805648631130,83.846,42,139,839,414,1253,5,4
381,1758554404839297529,1758554404980282846,140.985,42,139,839,362,1201,5,3
382,1758555005195952617,1758555005402286113,206.333,41,138,838,414,1252,5,4
383,1758555605610761197,1758555605882149829,271.389,42,139,839,362,1201,5,3
384,1758556205105721871,1758556205297332980,191.611,41,138,838,414,1252,5,4
385,1758556805510504913,1758556808286391562,2775.887,42,139,2498,606,3104,8,7
386,1758557405495913841,1758557407922329211,2426.415,42,139,1392,478,1870,6,5
387,1758558015140387056,1758558017398142101,2257.755,41,138,1390,478,1868,6,5
388,1758558605594086172,1758558605678025227,83.939,42,139,839,414,1253,5,4
389,1758559204880297492,1758559204898277130,17.98,42,139,839,362,1201,5,3
390,1758559805120861982,1758559805248434342,127.572,41,138,838,362,1200,5,3
391,1758560407461828019,1758560407765253302,303.425,42,139,839,362,1201,5,3
392,1758560408779131705,1758560408788953966,9.822,42,139,904,414,1318,6,4
393,1758561007981934876,1758561008063086722,81.152,42,139,839,466,1305,5,5
394,1758561605253826282,1758561605427675840,173.85,41,138,838,362,1200,5,3
395,1758562207628122976,1758562207701066705,72.944,42,139,839,414,1253,5,4
