msg_seq,t_tx_ns,t_rx_ns,lat_ms,payload_app,payload_envelope,wire_up_l3_bytes,wire_down_l3_bytes,wire_l3_bytes,frames_up,frames_down,msg_total_bytes_enviada,eficiencia_env,overhead_env_bytes
134,1758407357712180235,1758407357854063100,141.883,463,487,2148,1094,3242,40,40,2148,0.22672253258845437,1661
135,1758407957895352158,1758407958341509717,446.158,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
136,1758408558116085546,1758408558316097665,200.012,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
137,1758409157324914971,1758409157382798278,57.883,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
138,1758409757529665085,1758409757560011434,30.346,459,483,2120,1030,3150,39,39,2120,0.2278301886792453,1637
139,1758410355720298502,1758410356281873126,561.575,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
140,1758410956899327488,1758410957083456934,184.129,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
141,1758411556114363552,1758411556259953514,145.59,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
142,1758412159325179403,1758412159409659268,84.48,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
143,1758412756529798862,1758412758078411782,1548.613,463,487,2764,1158,3922,43,43,2764,0.17619392185238783,2277
144,1758413358729476494,1758413359000508123,271.032,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
145,1758413956925399272,1758413958215555847,1290.157,463,487,2840,1274,4114,46,46,2840,0.1714788732394366,2353
146,1758414557145345689,1758414557301311629,155.966,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
147,1758415155358652955,1758415155364652355,5.999,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
148,1758415757557210022,1758415757566803648,9.594,463,487,1996,1006,3002,37,37,1996,0.2439879759519038,1509
149,1758416356741845529,1758416357230572018,488.726,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
150,1758416955945330652,1758416956206881263,261.551,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
151,1758417556167304396,1758417556222156470,54.852,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
152,1758418164381469724,1758418165853206904,1471.737,463,487,2764,1158,3922,43,43,2764,0.17619392185238783,2277
153,1758418758581357238,1758418758814966539,233.609,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
154,1758419355771354675,1758419355848694408,77.34,463,487,2352,1222,3574,45,45,2352,0.2070578231292517,1865
155,1758419957976726142,1758419958222560235,245.834,459,483,2272,1158,3430,43,43,2272,0.2125880281690141,1789
156,1758420558183234784,1758420558348083388,164.849,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
157,1758421156391838492,1758421156618138049,226.3,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
158,1758421755595988454,1758421755728560693,132.572,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
159,1758422358796583196,1758422359109755576,313.172,463,487,2200,1146,3346,42,42,2200,0.22136363636363637,1713
160,1758422955997278060,1758422957689087084,1691.809,463,487,2612,1030,3642,39,39,2612,0.18644716692189892,2125
161,1758423556194196531,1758423556502366532,308.17,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
162,1758424161406687169,1758424161511616079,104.929,459,483,2272,1314,3586,46,46,2272,0.2125880281690141,1789
163,1758424755612298619,1758424755621165552,8.867,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
164,1758425355808839553,1758425355821684554,12.845,459,483,2044,966,3010,37,37,2044,0.2363013698630137,1561
165,1758425958023871627,1758425958037238045,13.366,463,487,1996,954,2950,36,36,1996,0.2439879759519038,1509
166,1758426559240735947,1758426559382246608,141.511,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
167,1758427156438803693,1758427156749399546,310.596,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
168,1758427756628973565,1758427756928034310,299.061,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
169,1758428357831862332,1758428358030466293,198.604,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
170,1758428968045815050,1758428969835422145,1789.607,463,487,2764,1158,3922,43,43,2764,0.17619392185238783,2277
171,1758429558256966302,1758429558365045887,108.08,459,483,2120,1030,3150,39,39,2120,0.2278301886792453,1637
172,1758430156465471915,1758430156479335345,13.863,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
173,1758430757671746644,1758430760165141354,2493.395,463,487,2688,1094,3782,41,41,2688,0.18117559523809523,2201
174,1758431355870058822,1758431356187183308,317.124,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
175,1758431956089816791,1758431956278748789,188.932,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
176,1758432556301422720,1758432556483912533,182.49,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
177,1758433155498229703,1758433155511965573,13.736,463,487,2048,1018,3066,38,38,2048,0.23779296875,1561
178,1758433755701459148,1758433755714844119,13.385,459,483,2196,1094,3290,41,41,2196,0.21994535519125682,1713
179,1758434355901739364,1758434355914815418,13.076,463,487,1920,890,2810,34,34,1920,0.25364583333333335,1433
180,1758434958123584911,1758434958276337866,152.753,463,487,2148,1094,3242,40,40,2148,0.22672253258845437,1661
181,1758435556329994146,1758435556478587035,148.593,459,483,2196,1094,3290,41,41,2196,0.21994535519125682,1713
182,1758436157512568855,1758436157767530220,254.961,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
183,1758436757716687802,1758436757992062551,275.375,459,483,2272,1158,3430,43,43,2272,0.2125880281690141,1789
184,1758437366918164888,1758437367091579994,173.415,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
185,1758437966137184234,1758437966357590425,220.406,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
186,1758438556338254221,1758438556351773883,13.52,459,483,2272,1158,3430,43,43,2272,0.2125880281690141,1789
187,1758439155524256438,1758439155719858915,195.602,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
188,1758439757733646003,1758439757950001848,216.356,459,483,1968,902,2870,35,35,1968,0.24542682926829268,1485
189,1758440355937402216,1758440356176682201,239.28,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
190,1758440956149431110,1758440956448187674,298.757,463,487,1896,838,2734,33,33,1896,0.2568565400843882,1409
191,1758441557355786668,1758441557430134216,74.348,463,487,2352,1274,3626,46,46,2352,0.2070578231292517,1865
192,1758442158546714698,1758442158805686834,258.972,459,483,2044,1018,3062,38,38,2044,0.2363013698630137,1561
193,1758442755749678296,1758442756021180297,271.502,459,483,2272,1158,3430,43,43,2272,0.2125880281690141,1789
194,1758443355955829462,1758443355963174099,7.345,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
195,1758443958167231541,1758443958180579189,13.348,463,487,1996,954,2950,36,36,1996,0.2439879759519038,1509
196,1758444556377944160,1758444556807007791,429.064,463,487,2200,1106,3306,41,41,2200,0.22136363636363637,1713
197,1758445166582308145,1758445166595718862,13.411,463,487,1996,954,2950,36,36,1996,0.2439879759519038,1509
198,1758445755781467414,1758445756013180560,231.713,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
199,1758446357991591913,1758446359504849369,1513.257,459,483,2756,1158,3914,43,43,2756,0.17525399129172714,2273
200,1758446956204247907,1758446956521797318,317.549,463,487,2124,1082,3206,40,40,2124,0.2292843691148776,1637
201,1758447559406370877,1758447559424395379,18.025,463,487,2352,1222,3574,45,45,2352,0.2070578231292517,1865
202,1758448155613078821,1758448155721039955,107.961,459,483,1892,838,2730,33,33,1892,0.25528541226215645,1409
203,1758448759818125777,1758448759847693731,29.568,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
204,1758449358033758153,1758449358261182642,227.424,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
205,1758449957249005575,1758449957461523911,212.518,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
206,1758450557458751593,1758450558893205610,1434.454,463,487,2764,1210,3974,44,44,2764,0.17619392185238783,2277
207,1758451155642395468,1758451155842104995,199.71,459,483,2120,1082,3202,40,40,2120,0.2278301886792453,1637
208,1758451756841347321,1758451756980462699,139.115,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
209,1758452357056728746,1758452357067000741,10.272,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
210,1758452956262318723,1758452956275598638,13.28,463,487,1920,942,2862,35,35,1920,0.25364583333333335,1433
211,1758453556467278274,1758453558111497131,1644.219,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
212,1758454155660249402,1758454155864835786,204.586,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
213,1758454755847446223,1758454756076156567,228.71,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
214,1758455356036331194,1758455356258397003,222.066,459,483,1968,902,2870,35,35,1968,0.24542682926829268,1485
215,1758455956247996358,1758455956382282374,134.286,463,487,1972,902,2874,35,35,1972,0.24695740365111563,1485
216,1758456556456840354,1758456556757942959,301.103,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
217,1758457157656695553,1758457157936348217,279.653,459,483,2044,966,3010,37,37,2044,0.2363013698630137,1561
218,1758457755849487325,1758457755900521319,51.034,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
219,1758458357067166227,1758458357353421683,286.255,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
220,1758458956254341910,1758458956361305271,106.963,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
221,1758459557467700973,1758459557498866706,31.166,463,487,2352,1222,3574,45,45,2352,0.2070578231292517,1865
222,1758460158672012547,1758460158970478981,298.466,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
223,1758460759870787934,1758460760178544388,307.756,459,483,2196,1146,3342,42,42,2196,0.21994535519125682,1713
224,1758461356088077279,1758461356387924172,299.847,463,487,2264,1402,3666,47,47,2264,0.2151060070671378,1777
225,1758461956300252299,1758461956527464947,227.213,459,483,1892,890,2782,34,34,1892,0.25528541226215645,1409
226,1758462557506734550,1758462559260447369,1753.713,463,487,2200,1106,3306,41,41,2200,0.22136363636363637,1713
227,1758463167712896768,1758463167811192022,98.295,463,487,1768,762,2530,30,30,1768,0.2754524886877828,1281
228,1758463755909577820,1758463756120875728,211.298,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
229,1758464357104573219,1758464357247732782,143.16,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
230,1758464956318083523,1758464956612377508,294.294,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
231,1758465558525928321,1758465558692702487,166.774,463,487,2428,1338,3766,48,48,2428,0.20057660626029655,1941
232,1758466155720990201,1758466155923639281,202.649,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
233,1758466758909583816,1758466758961746922,52.163,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
234,1758467374125943524,1758467374202394045,76.451,459,483,2044,966,3010,37,37,2044,0.2363013698630137,1561
235,1758467956305758676,1758467956557421402,251.663,463,487,2352,1222,3574,45,45,2352,0.2070578231292517,1865
236,1758468556511904294,1758468556754524785,242.62,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
237,1758469155716683132,1758469156030498899,313.816,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
238,1758469757919241592,1758469757932320838,13.079,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
239,1758470356140276380,1758470356217084969,76.809,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
240,1758470957350732866,1758470957363500212,12.767,459,483,1916,890,2806,34,34,1916,0.2520876826722338,1433
241,1758471556549584486,1758471556708859889,159.275,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
242,1758472155736851515,1758472155912596439,175.745,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
243,1758472755947225260,1758472756175134000,227.909,459,483,2120,1134,3254,41,41,2120,0.2278301886792453,1637
244,1758473356156490019,1758473356207855467,51.365,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
245,1758473957362577611,1758473957509243629,146.666,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
246,1758474556568301067,1758474556735411686,167.111,463,487,2276,1158,3434,43,43,2276,0.2139718804920914,1789
247,1758475155763514922,1758475156051819518,288.305,463,487,2124,1030,3154,39,39,2124,0.2292843691148776,1637
248,1758475757966073016,1758475758014021972,47.949,463,487,2352,1222,3574,45,45,2352,0.2070578231292517,1865
249,1758476356174519233,1758476356188558313,14.039,463,487,2200,1094,3294,41,41,2200,0.22136363636363637,1713
250,1758476959361944642,1758476959453182593,91.238,459,483,2272,1158,3430,43,43,2272,0.2125880281690141,1789
251,1758477557565990509,1758477557823131189,257.141,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
252,1758478158768927470,1758478159015659237,246.732,463,487,2048,966,3014,37,37,2048,0.23779296875,1561
253,1758478761978396628,1758478762170149319,191.753,459,483,2348,1222,3570,45,45,2348,0.20570698466780238,1865
254,1758479360192657256,1758479360206032535,13.375,463,487,2352,1222,3574,45,45,2352,0.2070578231292517,1865
255,1758479956400218315,1758479956413547343,13.329,463,487,1920,942,2862,35,35,1920,0.25364583333333335,1433
256,1758480555598009699,1758480557268891293,1670.882,463,487,2688,1094,3782,41,41,2688,0.18117559523809523,2201
