msg_seq,t_tx_ns,t_rx_ns,lat_ms,payload_app,payload_envelope,wire_up_l3_bytes,wire_down_l3_bytes,wire_l3_bytes,frames_up,frames_down
89,1758298804097570052,1758298804363770782,266.201,38,134,829,362,1191,5,3
90,1758299403574507856,1758299403744790273,170.282,39,135,830,414,1244,5,4
91,1758300003953673641,1758300003979442159,25.769,39,135,830,362,1192,5,3
92,1758300604199488704,1758300604353330816,153.842,41,137,836,362,1198,5,3
93,1758301204537044371,1758301204623391835,86.347,42,138,837,414,1251,5,4
94,1758301803810757074,1758301803973697202,162.94,42,138,837,362,1199,5,3
95,1758302404189273737,1758302404246284781,57.011,41,137,836,362,1198,5,3
96,1758303004447279735,1758303004516596841,69.317,42,138,837,362,1199,5,3
97,1758303603719960116,1758303603771565810,51.606,42,138,837,362,1199,5,3
98,1758304203981146255,1758304204120799954,139.654,42,138,837,414,1251,5,4
99,1758304804333886602,1758304804462150451,128.264,42,138,837,362,1199,5,3
100,1758305404673337620,1758305404863582042,190.244,42,138,838,414,1252,5,4
101,1758306004088582921,1758306004213882021,125.299,41,137,837,414,1251,5,4
102,1758306604405600759,1758306604484025342,78.425,42,138,838,362,1200,5,3
103,1758307203675593892,1758307203835111650,159.518,42,138,838,414,1252,5,4
104,1758307804046824558,1758307804110657494,63.833,41,137,837,414,1251,5,4
105,1758308404318836588,1758308404440684719,121.848,42,138,838,414,1252,5,4
106,1758309004642297639,1758309004828204821,185.907,42,138,838,362,1200,5,3
107,1758309604044527609,1758309604085103103,40.575,41,137,837,414,1251,5,4
108,1758310204305312109,1758310204516713464,211.401,42,138,838,362,1200,5,3
109,1758310804725894027,1758310804951009683,225.116,42,138,838,414,1252,5,4
110,1758311404154476759,1758311404227109472,72.633,41,137,837,362,1199,5,3
111,1758312004421332194,1758312004579771514,158.439,42,138,838,362,1200,5,3
112,1758312603780539244,1758312604005104926,224.566,42,138,838,414,1252,5,4
113,1758312605016072406,1758312605031406829,15.334,41,137,966,505,1471,7,5
114,1758313204251887966,1758313204398584816,146.697,41,137,837,414,1251,5,4
115,1758313804611429537,1758313804649072720,37.643,42,138,838,414,1252,5,4
